Rating,Review_Text,Usability,Price,Size,Service,Quality,Aspect_Terms,Aspect_Sentiment
1,"playdough fun!: this was purchased as a holiday gift for our 2 1/2 year old. she is very artistic in nature, as are my other two older children (ages 9 & 11) and they all play together when this gets whipped out. it's great for when i need a little time to do some sewing to keep the kids busy for awhile.sometimes mom gets in on the creative action as well, and then we end up playing for long times, strengthening our bonds.much better than sitting in front of the tv or computer.the only subject i would mention that could use a little improvement is maybe an idea sheet, like a how to, to give the kids a jumping point on creativity with what is included in this package.",play,,,package,,"play,package",POSITIVE
1,"play-doh: not bad but be warned you need to buy extra play-doh at local store before handing it to the kid's,price is less",,price,,,,price,MIXED
1,cool tools for playtime fun!: my daughter loves this caddy and really enjoys playing with playdoh ( she's 3 ). it has a lot of cool tools like scissors and a pizza cutter that are very toddler friendly. i think the caddy center island needed to be a bit bigger. we have other play doh sets and it doesn't all fit in the caddy.,"fun,playing",,fit,,,"fun,playing,fit",POSITIVE
1,"""super"" fun: rated for 3+ but my 2 and 3 yr. olds both play with this. while the kids like playing with this, i like that it can grow with them. it has basic tools for younger children: rolling pin, presser with three tips, pizza cutter, safety scissors, play-doh knife. but it also has tools/items for older ones: bead making, art molds for pictures and ""sand"".the only con is the mat. it's cheap plastic. sounded great on the box in the store, but ends up crinkled underneath them and not protecting the floor. stick with using and old sheet or vinyl table cloth from the $1 store.","playing,using","cheap,",,box,plastic,"playing,using,cheap,$,box,plastic",POSITIVE
1,"one of the best!: some people call it cheap and flimsy. but i call it thin and delicate. and that's how it should be when you're opening a wine bottle. it is extremely easy to pop out the cork with this corkscrew. it also works with synthetic corks. no extra strength required at all. believe me you'll be amazed after using this product. it comes with a nice container, which is a bonus.",,cheap,,,"flimsy,delicate","cheap,flimsy,delicate",POSITIVE
0,"poor quality and construction: this corkscrew is poorly made, consisting of low-grade stampings and flimsy plastic molded parts assembled with tinned rivets. it feels like it's going to come apart in your hand, and it requires considerable care to use it safely and effectively. it's outrageously overpriced, too. an unfortunate product offering from the company that brought us the legendary original screwpull, perhaps the handiest corkscrew ever.i did manage to pull a cork with it, though - which is why it gets even two stars.","use,pull",overpriced,,company,"quality,low-grade,plastic","use,pull,overpriced,company,quality,low-grade,plastic",MIXED
0,"cheap corkscrew: it's awful. i bought it because i wanted a red corkscrew. however, the description does not state how cheaply it is made. each time i use it i'm afraid it's going to break when i turn it. it's plastic. do not buy!",work,cheap,,description,"break,plastic","work,cheap,description,break,plastic",NEGATIVE
1,"great to use before p90x: if you are not in really good shape this is a great product to get ready for p90x. it does get kind of boring because you are doing the same workouts every other day, but they do work. it is only about 30 mins but it is amazing how well it works.",boring,,,,,boring,POSITIVE
0,not worth it: it surprisingly contained very little substance. just 1 half hour workout per disk. got boring fast too. i found better stuff free on the internet.,workout,,,,,workout,MIXED
0,"very disappointing: i ordered this new knife from amazon based on the laguiole name, prior sabatier experience and the one review (5 stars). what a disappointment! one side of the blade had very visible tarnish and reddish blue spots (not sure whether rust or previously used). it also has a very light and extremely cheap look with poor manufacture. it is made in france, but it goes to show that junk comes out from there just as easy as from china, pakistan or anywhere else. true you get what you pay for, but this one wouldn't be worth even 2 bucks at a yard sale. maybe it was a defective unit, but i didn't want to take a chance with a replacement. i never even tried to use it, and simply returned it. to amazon's credit, their return process was great. just follow the online ""return"" process, print the (free/prepaid) return label, and take it to any usps station. amazon's service earned the second extra star.",used,"cheap,pay,bucks,",,"manufacture,service,return,","tarnish,defective","used,cheap,pay,bucks,manufacture,service,return,tarnish,defective",MIXED
